LAT,LON,PARAMETER,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
35.75,-122.75,ALLSKY_SFC_SW_DWN,              2.76,              3.55,              4.87,              6.23,              6.75,              6.66,              5.63,              5.34,              4.80,              3.98,              3.11,              2.57,              4.69
35.75,-122.25,DNR,              4.73,              5.04,              6.11,              7.19,              7.09,              6.53,              4.83,              4.98,              5.26,              5.44,              5.28,              4.75,              5.60
35.75,-122.25,KT,              0.55,              0.55,              0.59,              0.62,              0.60,              0.58,              0.49,              0.51,              0.55,              0.57,              0.58,              0.55,              0.56
35.75,-122.25,CLRSKY_SFC_SW_DWN,              3.60,              4.71,              6.22,              7.62,              8.53,              8.87,              8.61,              7.87,              6.63,              5.16,              3.85,              3.24,              6.24
35.75,-122.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-122.25,ALLSKY_SFC_SW_DWN,              2.76,              3.55,              4.87,              6.23,              6.75,              6.66,              5.63,              5.34,              4.80,              3.98,              3.11,              2.57,              4.69
35.75,-121.75,DNR,              4.96,              5.23,              6.33,              7.48,              7.49,              6.84,              5.25,              5.37,              5.60,              5.68,              5.48,              4.93,              5.89
35.75,-121.75,KT,              0.57,              0.57,              0.60,              0.64,              0.63,              0.60,              0.53,              0.54,              0.57,              0.58,              0.59,              0.57,              0.58
35.75,-121.75,CLRSKY_SFC_SW_DWN,              3.62,              4.73,              6.26,              7.68,              8.55,              8.89,              8.59,              7.84,              6.61,              5.18,              3.88,              3.26,              6.26
35.75,-121.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-121.75,ALLSKY_SFC_SW_DWN,              2.83,              3.62,              4.96,              6.36,              6.94,              6.82,              5.87,              5.55,              4.96,              4.07,              3.17,              2.62,              4.81
35.75,-121.25,DNR,              4.96,              5.23,              6.33,              7.48,              7.49,              6.84,              5.25,              5.37,              5.60,              5.68,              5.48,              4.93,              5.89
35.75,-121.25,KT,              0.57,              0.57,              0.60,              0.64,              0.63,              0.60,              0.53,              0.54,              0.57,              0.58,              0.59,              0.57,              0.58
35.75,-121.25,CLRSKY_SFC_SW_DWN,              3.62,              4.73,              6.26,              7.68,              8.55,              8.89,              8.59,              7.84,              6.61,              5.18,              3.88,              3.26,              6.26
35.75,-121.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-121.25,ALLSKY_SFC_SW_DWN,              2.83,              3.62,              4.96,              6.36,              6.94,              6.82,              5.87,              5.55,              4.96,              4.07,              3.17,              2.62,              4.81
35.75,-120.75,DNR,              4.80,              5.12,              6.35,              7.54,              8.64,              8.63,              7.62,              7.04,              6.52,              6.08,              5.38,              4.65,              6.54
35.75,-120.75,KT,              0.56,              0.56,              0.61,              0.64,              0.67,              0.67,              0.64,              0.63,              0.63,              0.61,              0.59,              0.55,              0.61
35.75,-120.75,CLRSKY_SFC_SW_DWN,              3.65,              4.80,              6.31,              7.70,              8.41,              8.46,              7.84,              6.98,              5.99,              4.82,              3.78,              3.27,              6.00
35.75,-120.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-120.75,ALLSKY_SFC_SW_DWN,              2.78,              3.58,              4.97,              6.39,              7.48,              7.69,              7.10,              6.38,              5.37,              4.22,              3.14,              2.54,              5.14
35.75,-120.25,DNR,              4.80,              5.12,              6.35,              7.54,              8.64,              8.63,              7.62,              7.04,              6.52,              6.08,              5.38,              4.65,              6.54
35.75,-120.25,KT,              0.56,              0.56,              0.61,              0.64,              0.67,              0.67,              0.64,              0.63,              0.63,              0.61,              0.59,              0.55,              0.61
35.75,-120.25,CLRSKY_SFC_SW_DWN,              3.65,              4.80,              6.31,              7.70,              8.41,              8.46,              7.84,              6.98,              5.99,              4.82,              3.78,              3.27,              6.00
35.75,-120.25,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-120.25,ALLSKY_SFC_SW_DWN,              2.78,              3.58,              4.97,              6.39,              7.48,              7.69,              7.10,              6.38,              5.37,              4.22,              3.14,              2.54,              5.14
35.75,-119.75,DNR,              4.41,              5.29,              6.82,              7.97,              9.26,              9.24,              8.51,              7.74,              7.16,              6.55,              5.51,              4.44,              6.92
35.75,-119.75,KT,              0.53,              0.57,              0.62,              0.65,              0.69,              0.69,              0.67,              0.66,              0.66,              0.63,              0.59,              0.54,              0.63
35.75,-119.75,CLRSKY_SFC_SW_DWN,              3.68,              4.86,              6.39,              7.78,              8.41,              8.36,              7.77,              6.91,              6.02,              4.84,              3.81,              3.31,              6.01
35.75,-119.75,ALLSKY_TOA_SW_DWN,              5.04,              6.46,              8.30,             10.00,             11.12,             11.55,             11.29,             10.35,              8.85,              7.02,              5.40,              4.61,              8.33
35.75,-119.75,ALLSKY_SFC_SW_DWN,              2.66,              3.64,              5.16,              6.58,              7.76,              7.97,              7.52,              6.70,              5.64,              4.39,              3.18,              2.48,              5.31
36.25,-124.25,DNR,              4.03,              4.71,              5.77,              6.67,              6.95,              6.76,              5.72,              5.72,              5.69,              5.57,              4.82,              4.08,              5.54
36.25,-124.25,KT,              0.51,              0.54,              0.57,              0.60,              0.60,              0.59,              0.53,              0.55,              0.57,              0.58,              0.55,              0.51,              0.56
36.25,-124.25,CLRSKY_SFC_SW_DWN,              3.44,              4.59,              6.10,              7.48,              8.44,              8.84,              8.56,              7.78,              6.53,              5.02,              3.70,              3.10,              6.13
36.25,-124.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-124.25,ALLSKY_SFC_SW_DWN,              2.46,              3.35,              4.66,              5.94,              6.65,              6.76,              6.11,              5.69,              4.94,              3.95,              2.88,              2.29,              4.64
36.25,-123.75,DNR,              4.25,              4.74,              5.87,              6.84,              7.18,              6.78,              5.38,              5.37,              5.50,              5.51,              4.98,              4.36,              5.56
36.25,-123.75,KT,              0.52,              0.54,              0.58,              0.61,              0.61,              0.59,              0.51,              0.53,              0.56,              0.57,              0.56,              0.53,              0.56
36.25,-123.75,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.12,              7.52,              8.49,              8.89,              8.62,              7.82,              6.56,              5.05,              3.72,              3.10,              6.16
36.25,-123.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-123.75,ALLSKY_SFC_SW_DWN,              2.53,              3.36,              4.70,              6.02,              6.76,              6.77,              5.92,              5.51,              4.85,              3.93,              2.93,              2.37,              4.64
36.25,-123.25,DNR,              4.25,              4.74,              5.87,              6.84,              7.18,              6.78,              5.38,              5.37,              5.50,              5.51,              4.98,              4.36,              5.56
36.25,-123.25,KT,              0.52,              0.54,              0.58,              0.61,              0.61,              0.59,              0.51,              0.53,              0.56,              0.57,              0.56,              0.53,              0.56
36.25,-123.25,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.12,              7.52,              8.49,              8.89,              8.62,              7.82,              6.56,              5.05,              3.72,              3.10,              6.16
36.25,-123.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-123.25,ALLSKY_SFC_SW_DWN,              2.53,              3.36,              4.70,              6.02,              6.76,              6.77,              5.92,              5.51,              4.85,              3.93,              2.93,              2.37,              4.64
36.25,-122.75,DNR,              4.48,              4.87,              6.08,              7.08,              7.20,              6.72,              5.14,              5.03,              5.41,              5.43,              5.02,              4.60,              5.59
36.25,-122.75,KT,              0.54,              0.55,              0.59,              0.62,              0.61,              0.59,              0.50,              0.51,              0.55,              0.57,              0.57,              0.55,              0.56
36.25,-122.75,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.13,              7.57,              8.54,              8.92,              8.63,              7.85,              6.56,              5.06,              3.74,              3.11,              6.18
36.25,-122.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-122.75,ALLSKY_SFC_SW_DWN,              2.60,              3.41,              4.79,              6.13,              6.77,              6.74,              5.79,              5.33,              4.81,              3.90,              2.94,              2.44,              4.64
36.25,-122.25,DNR,              4.48,              4.87,              6.08,              7.08,              7.20,              6.72,              5.14,              5.03,              5.41,              5.43,              5.02,              4.60,              5.59
36.25,-122.25,KT,              0.54,              0.55,              0.59,              0.62,              0.61,              0.59,              0.50,              0.51,              0.55,              0.57,              0.57,              0.55,              0.56
36.25,-122.25,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.13,              7.57,              8.54,              8.92,              8.63,              7.85,              6.56,              5.06,              3.74,              3.11,              6.18
36.25,-122.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-122.25,ALLSKY_SFC_SW_DWN,              2.60,              3.41,              4.79,              6.13,              6.77,              6.74,              5.79,              5.33,              4.81,              3.90,              2.94,              2.44,              4.64
36.25,-121.75,DNR,              4.51,              4.71,              5.77,              6.67,              7.59,              7.48,              6.31,              6.03,              6.08,              5.67,              4.92,              4.29,              5.84
36.25,-121.75,KT,              0.54,              0.54,              0.58,              0.60,              0.63,              0.62,              0.59,              0.59,              0.60,              0.59,              0.57,              0.53,              0.58
36.25,-121.75,CLRSKY_SFC_SW_DWN,              3.47,              4.65,              6.17,              7.63,              8.43,              8.69,              8.23,              7.37,              6.23,              4.88,              3.68,              3.13,              6.05
36.25,-121.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-121.75,ALLSKY_SFC_SW_DWN,              2.61,              3.35,              4.66,              5.94,              6.96,              7.12,              6.42,              5.85,              5.11,              3.99,              2.91,              2.35,              4.77
36.25,-121.25,DNR,              4.51,              4.71,              5.77,              6.67,              7.59,              7.48,              6.31,              6.03,              6.08,              5.67,              4.92,              4.29,              5.84
36.25,-121.25,KT,              0.54,              0.54,              0.58,              0.60,              0.63,              0.62,              0.59,              0.59,              0.60,              0.59,              0.57,              0.53,              0.58
36.25,-121.25,CLRSKY_SFC_SW_DWN,              3.47,              4.65,              6.17,              7.63,              8.43,              8.69,              8.23,              7.37,              6.23,              4.88,              3.68,              3.13,              6.05
36.25,-121.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-121.25,ALLSKY_SFC_SW_DWN,              2.61,              3.35,              4.66,              5.94,              6.96,              7.12,              6.42,              5.85,              5.11,              3.99,              2.91,              2.35,              4.77
36.25,-120.75,DNR,              4.55,              5.15,              6.55,              7.69,              9.25,              9.68,              9.10,              8.33,              7.66,              6.74,              5.41,              4.29,              7.04
36.25,-120.75,KT,              0.54,              0.56,              0.61,              0.64,              0.69,              0.70,              0.69,              0.68,              0.67,              0.64,              0.59,              0.53,              0.63
36.25,-120.75,CLRSKY_SFC_SW_DWN,              3.52,              4.71,              6.25,              7.71,              8.56,              8.73,              8.18,              7.31,              6.22,              4.85,              3.70,              3.17,              6.08
36.25,-120.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-120.75,ALLSKY_SFC_SW_DWN,              2.62,              3.51,              4.98,              6.40,              7.72,              8.15,              7.76,              6.92,              5.77,              4.37,              3.06,              2.35,              5.30
36.25,-120.25,DNR,              4.55,              5.15,              6.55,              7.69,              9.25,              9.68,              9.10,              8.33,              7.66,              6.74,              5.41,              4.29,              7.04
36.25,-120.25,KT,              0.54,              0.56,              0.61,              0.64,              0.69,              0.70,              0.69,              0.68,              0.67,              0.64,              0.59,              0.53,              0.63
36.25,-120.25,CLRSKY_SFC_SW_DWN,              3.52,              4.71,              6.25,              7.71,              8.56,              8.73,              8.18,              7.31,              6.22,              4.85,              3.70,              3.17,              6.08
36.25,-120.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-120.25,ALLSKY_SFC_SW_DWN,              2.62,              3.51,              4.98,              6.40,              7.72,              8.15,              7.76,              6.92,              5.77,              4.37,              3.06,              2.35,              5.30
36.25,-119.75,DNR,              4.00,              5.38,              6.83,              8.03,              9.16,             10.10,              9.75,              9.22,              8.19,              7.06,              5.24,              4.12,              7.27
36.25,-119.75,KT,              0.51,              0.57,              0.62,              0.65,              0.69,              0.72,              0.71,              0.71,              0.69,              0.65,              0.58,              0.52,              0.63
36.25,-119.75,CLRSKY_SFC_SW_DWN,              3.59,              4.80,              6.34,              7.81,              8.69,              8.92,              8.43,              7.58,              6.36,              4.95,              3.75,              3.20,              6.20
36.25,-119.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.25,-119.75,ALLSKY_SFC_SW_DWN,              2.45,              3.59,              5.09,              6.55,              7.68,              8.36,              8.05,              7.30,              5.98,              4.48,              3.01,              2.30,              5.40
36.75,-124.25,DNR,              4.03,              4.71,              5.77,              6.67,              6.95,              6.76,              5.72,              5.72,              5.69,              5.57,              4.82,              4.08,              5.54
36.75,-124.25,KT,              0.51,              0.54,              0.57,              0.60,              0.60,              0.59,              0.53,              0.55,              0.57,              0.58,              0.55,              0.51,              0.56
36.75,-124.25,CLRSKY_SFC_SW_DWN,              3.44,              4.59,              6.10,              7.48,              8.44,              8.84,              8.56,              7.78,              6.53,              5.02,              3.70,              3.10,              6.13
36.75,-124.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-124.25,ALLSKY_SFC_SW_DWN,              2.46,              3.35,              4.66,              5.94,              6.65,              6.76,              6.11,              5.69,              4.94,              3.95,              2.88,              2.29,              4.64
36.75,-123.75,DNR,              4.25,              4.74,              5.87,              6.84,              7.18,              6.78,              5.38,              5.37,              5.50,              5.51,              4.98,              4.36,              5.56
36.75,-123.75,KT,              0.52,              0.54,              0.58,              0.61,              0.61,              0.59,              0.51,              0.53,              0.56,              0.57,              0.56,              0.53,              0.56
36.75,-123.75,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.12,              7.52,              8.49,              8.89,              8.62,              7.82,              6.56,              5.05,              3.72,              3.10,              6.16
36.75,-123.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-123.75,ALLSKY_SFC_SW_DWN,              2.53,              3.36,              4.70,              6.02,              6.76,              6.77,              5.92,              5.51,              4.85,              3.93,              2.93,              2.37,              4.64
36.75,-123.25,DNR,              4.25,              4.74,              5.87,              6.84,              7.18,              6.78,              5.38,              5.37,              5.50,              5.51,              4.98,              4.36,              5.56
36.75,-123.25,KT,              0.52,              0.54,              0.58,              0.61,              0.61,              0.59,              0.51,              0.53,              0.56,              0.57,              0.56,              0.53,              0.56
36.75,-123.25,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.12,              7.52,              8.49,              8.89,              8.62,              7.82,              6.56,              5.05,              3.72,              3.10,              6.16
36.75,-123.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-123.25,ALLSKY_SFC_SW_DWN,              2.53,              3.36,              4.70,              6.02,              6.76,              6.77,              5.92,              5.51,              4.85,              3.93,              2.93,              2.37,              4.64
36.75,-122.75,DNR,              4.48,              4.87,              6.08,              7.08,              7.20,              6.72,              5.14,              5.03,              5.41,              5.43,              5.02,              4.60,              5.59
36.75,-122.75,KT,              0.54,              0.55,              0.59,              0.62,              0.61,              0.59,              0.50,              0.51,              0.55,              0.57,              0.57,              0.55,              0.56
36.75,-122.75,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.13,              7.57,              8.54,              8.92,              8.63,              7.85,              6.56,              5.06,              3.74,              3.11,              6.18
36.75,-122.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-122.75,ALLSKY_SFC_SW_DWN,              2.60,              3.41,              4.79,              6.13,              6.77,              6.74,              5.79,              5.33,              4.81,              3.90,              2.94,              2.44,              4.64
36.75,-122.25,DNR,              4.48,              4.87,              6.08,              7.08,              7.20,              6.72,              5.14,              5.03,              5.41,              5.43,              5.02,              4.60,              5.59
36.75,-122.25,KT,              0.54,              0.55,              0.59,              0.62,              0.61,              0.59,              0.50,              0.51,              0.55,              0.57,              0.57,              0.55,              0.56
36.75,-122.25,CLRSKY_SFC_SW_DWN,              3.47,              4.59,              6.13,              7.57,              8.54,              8.92,              8.63,              7.85,              6.56,              5.06,              3.74,              3.11,              6.18
36.75,-122.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-122.25,ALLSKY_SFC_SW_DWN,              2.60,              3.41,              4.79,              6.13,              6.77,              6.74,              5.79,              5.33,              4.81,              3.90,              2.94,              2.44,              4.64
36.75,-121.75,DNR,              4.51,              4.71,              5.77,              6.67,              7.59,              7.48,              6.31,              6.03,              6.08,              5.67,              4.92,              4.29,              5.84
36.75,-121.75,KT,              0.54,              0.54,              0.58,              0.60,              0.63,              0.62,              0.59,              0.59,              0.60,              0.59,              0.57,              0.53,              0.58
36.75,-121.75,CLRSKY_SFC_SW_DWN,              3.47,              4.65,              6.17,              7.63,              8.43,              8.69,              8.23,              7.37,              6.23,              4.88,              3.68,              3.13,              6.05
36.75,-121.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-121.75,ALLSKY_SFC_SW_DWN,              2.61,              3.35,              4.66,              5.94,              6.96,              7.12,              6.42,              5.85,              5.11,              3.99,              2.91,              2.35,              4.77
36.75,-121.25,DNR,              4.51,              4.71,              5.77,              6.67,              7.59,              7.48,              6.31,              6.03,              6.08,              5.67,              4.92,              4.29,              5.84
36.75,-121.25,KT,              0.54,              0.54,              0.58,              0.60,              0.63,              0.62,              0.59,              0.59,              0.60,              0.59,              0.57,              0.53,              0.58
36.75,-121.25,CLRSKY_SFC_SW_DWN,              3.47,              4.65,              6.17,              7.63,              8.43,              8.69,              8.23,              7.37,              6.23,              4.88,              3.68,              3.13,              6.05
36.75,-121.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-121.25,ALLSKY_SFC_SW_DWN,              2.61,              3.35,              4.66,              5.94,              6.96,              7.12,              6.42,              5.85,              5.11,              3.99,              2.91,              2.35,              4.77
36.75,-120.75,DNR,              4.55,              5.15,              6.55,              7.69,              9.25,              9.68,              9.10,              8.33,              7.66,              6.74,              5.41,              4.29,              7.04
36.75,-120.75,KT,              0.54,              0.56,              0.61,              0.64,              0.69,              0.70,              0.69,              0.68,              0.67,              0.64,              0.59,              0.53,              0.63
36.75,-120.75,CLRSKY_SFC_SW_DWN,              3.52,              4.71,              6.25,              7.71,              8.56,              8.73,              8.18,              7.31,              6.22,              4.85,              3.70,              3.17,              6.08
36.75,-120.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-120.75,ALLSKY_SFC_SW_DWN,              2.62,              3.51,              4.98,              6.40,              7.72,              8.15,              7.76,              6.92,              5.77,              4.37,              3.06,              2.35,              5.30
36.75,-120.25,DNR,              4.55,              5.15,              6.55,              7.69,              9.25,              9.68,              9.10,              8.33,              7.66,              6.74,              5.41,              4.29,              7.04
36.75,-120.25,KT,              0.54,              0.56,              0.61,              0.64,              0.69,              0.70,              0.69,              0.68,              0.67,              0.64,              0.59,              0.53,              0.63
36.75,-120.25,CLRSKY_SFC_SW_DWN,              3.52,              4.71,              6.25,              7.71,              8.56,              8.73,              8.18,              7.31,              6.22,              4.85,              3.70,              3.17,              6.08
36.75,-120.25,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-120.25,ALLSKY_SFC_SW_DWN,              2.62,              3.51,              4.98,              6.40,              7.72,              8.15,              7.76,              6.92,              5.77,              4.37,              3.06,              2.35,              5.30
36.75,-119.75,DNR,              4.00,              5.38,              6.83,              8.03,              9.16,             10.10,              9.75,              9.22,              8.19,              7.06,              5.24,              4.12,              7.27
36.75,-119.75,KT,              0.51,              0.57,              0.62,              0.65,              0.69,              0.72,              0.71,              0.71,              0.69,              0.65,              0.58,              0.52,              0.63
36.75,-119.75,CLRSKY_SFC_SW_DWN,              3.59,              4.80,              6.34,              7.81,              8.69,              8.92,              8.43,              7.58,              6.36,              4.95,              3.75,              3.20,              6.20
36.75,-119.75,ALLSKY_TOA_SW_DWN,              4.87,              6.31,              8.19,              9.94,             11.11,             11.57,             11.29,             10.31,              8.75,              6.88,              5.23,              4.43,              8.24
36.75,-119.75,ALLSKY_SFC_SW_DWN,              2.45,              3.59,              5.09,              6.55,              7.68,              8.36,              8.05,              7.30,              5.98,              4.48,              3.01,              2.30,              5.40
37.25,-124.25,DNR,              3.83,              4.57,              5.73,              6.63,              7.10,              7.08,              6.18,              5.88,              5.85,              5.51,              4.70,              3.80,              5.57
37.25,-124.25,KT,              0.50,              0.53,              0.57,              0.60,              0.60,              0.60,              0.55,              0.56,              0.58,              0.57,              0.55,              0.50,              0.56
37.25,-124.25,CLRSKY_SFC_SW_DWN,              3.31,              4.47,              6.01,              7.45,              8.44,              8.88,              8.60,              7.76,              6.47,              4.93,              3.57,              2.96,              6.07
37.25,-124.25,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-124.25,ALLSKY_SFC_SW_DWN,              2.32,              3.22,              4.57,              5.87,              6.69,              6.90,              6.33,              5.73,              4.95,              3.85,              2.76,              2.13,              4.61
37.25,-123.75,DNR,              4.03,              4.68,              5.90,              6.91,              7.51,              7.20,              5.82,              5.40,              5.58,              5.46,              4.83,              4.11,              5.62
37.25,-123.75,KT,              0.51,              0.54,              0.58,              0.61,              0.62,              0.60,              0.54,              0.53,              0.56,              0.57,              0.56,              0.52,              0.56
37.25,-123.75,CLRSKY_SFC_SW_DWN,              3.33,              4.47,              6.03,              7.47,              8.50,              8.92,              8.64,              7.80,              6.50,              4.95,              3.60,              2.97,              6.10
37.25,-123.75,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-123.75,ALLSKY_SFC_SW_DWN,              2.38,              3.26,              4.64,              6.00,              6.89,              6.96,              6.14,              5.49,              4.83,              3.83,              2.80,              2.22,              4.62
37.25,-123.25,DNR,              4.03,              4.68,              5.90,              6.91,              7.51,              7.20,              5.82,              5.40,              5.58,              5.46,              4.83,              4.11,              5.62
37.25,-123.25,KT,              0.51,              0.54,              0.58,              0.61,              0.62,              0.60,              0.54,              0.53,              0.56,              0.57,              0.56,              0.52,              0.56
37.25,-123.25,CLRSKY_SFC_SW_DWN,              3.33,              4.47,              6.03,              7.47,              8.50,              8.92,              8.64,              7.80,              6.50,              4.95,              3.60,              2.97,              6.10
37.25,-123.25,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-123.25,ALLSKY_SFC_SW_DWN,              2.38,              3.26,              4.64,              6.00,              6.89,              6.96,              6.14,              5.49,              4.83,              3.83,              2.80,              2.22,              4.62
37.25,-122.75,DNR,              3.99,              4.46,              5.73,              6.71,              7.26,              7.18,              5.81,              5.40,              5.63,              5.29,              4.54,              3.98,              5.50
37.25,-122.75,KT,              0.51,              0.53,              0.57,              0.60,              0.61,              0.60,              0.55,              0.55,              0.57,              0.56,              0.54,              0.51,              0.56
37.25,-122.75,CLRSKY_SFC_SW_DWN,              3.33,              4.43,              5.99,              7.43,              8.39,              8.78,              8.44,              7.62,              6.32,              4.88,              3.57,              2.96,              6.01
37.25,-122.75,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-122.75,ALLSKY_SFC_SW_DWN,              2.37,              3.18,              4.57,              5.91,              6.77,              6.95,              6.13,              5.49,              4.85,              3.77,              2.71,              2.18,              4.57
37.25,-122.25,DNR,              3.99,              4.46,              5.73,              6.71,              7.26,              7.18,              5.81,              5.40,              5.63,              5.29,              4.54,              3.98,              5.50
37.25,-122.25,KT,              0.51,              0.53,              0.57,              0.60,              0.61,              0.60,              0.55,              0.55,              0.57,              0.56,              0.54,              0.51,              0.56
37.25,-122.25,CLRSKY_SFC_SW_DWN,              3.33,              4.43,              5.99,              7.43,              8.39,              8.78,              8.44,              7.62,              6.32,              4.88,              3.57,              2.96,              6.01
37.25,-122.25,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-122.25,ALLSKY_SFC_SW_DWN,              2.37,              3.18,              4.57,              5.91,              6.77,              6.95,              6.13,              5.49,              4.85,              3.77,              2.71,              2.18,              4.57
37.25,-121.75,DNR,              4.12,              4.96,              6.17,              7.68,              8.48,              9.14,              8.50,              7.92,              7.25,              6.41,              4.93,              3.87,              6.63
37.25,-121.75,KT,              0.51,              0.55,              0.59,              0.64,              0.66,              0.68,              0.67,              0.66,              0.65,              0.62,              0.57,              0.51,              0.61
37.25,-121.75,CLRSKY_SFC_SW_DWN,              3.37,              4.52,              6.10,              7.52,              8.45,              8.71,              8.08,              7.31,              6.12,              4.79,              3.59,              3.02,              5.96
37.25,-121.75,ALLSKY_TOA_SW_DWN,              4.70,              6.15,              8.07,              9.88,             11.10,             11.58,             11.29,             10.27,              8.66,              6.74,              5.07,              4.26,              8.15
37.25,-121.75,ALLSKY_SFC_SW_DWN,              2.41,              3.36,              4.75,              6.34,              7.34,              7.88,              7.46,              6.69,              5.54,              4.17,              2.83,              2.15,              5.08
